sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
90,5,A,,Country,xbrli:stringItemType,0..1,,Country of accountant,gl-bus,,Accountant Address,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Address.Country,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttAddrss_Contry,会計事務所住所国,会計事務所の住所の国。,gl-bus:accountantCountry,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantCountry
91,5,A,,Zip or Postal Code,xbrli:stringItemType,0..1,,Zip or other postal code of the accountant,gl-bus,,Accountant Address,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Address.Zip or Postal Code,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttAddrss_ZipOrPostlCod,会計事務所住所郵便番号,会計事務所の住所の郵便番号。,gl-bus:accountantZipOrPostalCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantZipOrPostalCode
92,5,A,,Accountant Address Active,xbrli:booleanItemType,0..1,,"Boolean to indicate whether the address is active (=""true"") or inactive (=""false"")",gl-bus,,Accountant Address,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Address.Accountant Address Active,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttAddrss_AccnttAddrssActv,会計事務所住所有効性,会計事務所の住所が有効か無効かを示すブール値。,gl-bus:accountantAddressActive,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantAddress/gl-bus:accountantAddressActive
93,4,A,,Type of Engagement,xbrli:tokenItemType,0..1,,"Type of engagement being performed by external accountant. Enumerated as: audit, review, compilation, tax, other.",gl-bus,,Accountant Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Type of Engagement,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_TypeEnggmt,契約種別,"外部会計事務所によって実行される契約の種別。
[設定値のリスト]
(audit：監査)、(review：検査)、(compilation：帳簿作成)、(tax：税)、(other：その他)",gl-bus:accountantEngagementType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantEngagementType
94,4,A,,Type of Engagement Description,xbrli:stringItemType,0..1,,Free format description of the type of engagement,gl-bus,,Accountant Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Type of Engagement Description,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_TypeEnggmtDescrptn,契約種別説明,契約種別の説明。,gl-bus:accountantEngagementTypeDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantEngagementTypeDescription
95,4,C,,Accountant Contact Information,,0..*,,Accountant Contact Information Structure,gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn,【会計事務所担当者情報】,会計事務所の担当者情報の構造体。,gl-bus:accountantContactInformation,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation
96,5,A,,Prefix,xbrli:stringItemType,0..1,,"Prefix (e.g. Dr., Mr., Mrs., etc.) for Accountant Contact",gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Prefix,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_Prefx,会計事務所担当者敬称,会計事務所の担当者の敬称(Dr.、Mr.、Mrs.など),gl-bus:accountantContactPrefix,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPrefix
97,5,A,,Last Name,xbrli:stringItemType,0..1,,Family Name for Accountant Contact,gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Last Name,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_LastNam,会計事務所担当者姓,会計事務所の担当者の姓,gl-bus:accountantContactLastName,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactLastName
98,5,A,,First  Name,xbrli:stringItemType,0..1,,First or Given Name for Accountant Contact,gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.First  Name,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_FirstNam,会計事務所担当者名,会計事務所の担当者の名、クリスチャンネーム,gl-bus:accountantContactFirstName,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactFirstName
99,5,A,,Suffix,xbrli:stringItemType,0..1,,"Suffix (e.g. MD, CPA, Jr., etc.)",gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Suffix,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_Suffx,会計事務所担当者付加名称,付加名称(MD、CPA、Jr.など),gl-bus:accountantContactSuffix,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactSuffix
100,5,A,,Attention Line,xbrli:stringItemType,0..1,,Attention Line for Accountant Contact,gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Attention Line,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_AttntnLin,会計事務所担当者アテンションライン,会計事務所の担当者のアテンションライン,gl-bus:accountantContactAttentionLine,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactAttentionLine
101,5,A,,Position/Role,xbrli:stringItemType,0..1,,Position or Role for Accountant Contact,gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Position/Role,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_Postnrl,会計事務所担当者地位/役職,会計事務所の担当者の地位や役職,gl-bus:accountantContactPositionRole,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPositionRole
102,5,C,,Contact Phone,,0..*,,Phone Number for Accountant Contact,gl-bus,,Contact Phone,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Phone,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctPhon,【会計事務所担当者電話番号】,会計事務所の担当者の電話番号,gl-bus:accountantContactPhone,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPhone
103,6,A,,Accountant Contact Phone Number Description,xbrli:tokenItemType,0..1,,"Accountant Contact Phone Number Description such as Main, Investor relations, etc. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-bus,,Contact Phone,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Phone.Accountant Contact Phone Number Description,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctPhon_AccnttContctPhonNumbrDescrptn,会計事務所担当者電話番号説明,"代表、IR用などの、会計事務所の担当者の電話番号の説明。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR担当者)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-bus:accountantContactPhoneNumberDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPhone/gl-bus:accountantContactPhoneNumberDescription
104,6,A,,Accountant Contact Phone Number,xbrli:stringItemType,0..1,,Accountant Contact phone number referred to in the description.,gl-bus,,Contact Phone,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Phone.Accountant Contact Phone Number,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctPhon_AccnttContctPhonNumbr,会計事務所担当者電話番号,説明で示される会計事務所の担当者の電話番号。,gl-bus:accountantContactPhoneNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactPhone/gl-bus:accountantContactPhoneNumber
105,5,C,,Contact Fax Number Structure,,0..*,,Accountant Contact Fax Number Structure,gl-bus,,Contact Fax Number Structure,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Fax Number Structure,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctFaxNumbrStructr,【会計事務所担当者FAX番号】,会計事務所の担当者のFAX番号の構造体。,gl-bus:accountantContactFax,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactFax
106,6,A,,Accountant Contact Fax Number,xbrli:stringItemType,0..1,,Accountant Contact Fax Number,gl-bus,,Contact Fax Number Structure,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Fax Number Structure.Accountant Contact Fax Number,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctFaxNumbrStructr_AccnttContctFaxNumbr,会計事務所担当者FAX番号,会計事務所の担当者のFAX番号。,gl-bus:accountantContactFaxNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactFax/gl-bus:accountantContactFaxNumber
107,6,A,,Accountant Contact Fax Number Usage,xbrli:stringItemType,0..1,,"Accountant Contact Fax Number Usage (e.g. orders, head office, IR)",gl-bus,,Contact Fax Number Structure,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Fax Number Structure.Accountant Contact Fax Number Usage,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctFaxNumbrStructr_AccnttContctFaxNumbrUsg,会計事務所担当者FAX番号用途,会計事務所の担当者のFAX番号の用途。(注文、本社、IRなど),gl-bus:accountantContactFaxNumberUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactFax/gl-bus:accountantContactFaxNumberUsage
108,5,C,,Contact Email Address Structure,,0..*,,Accountant contact E-mail address structure,gl-bus,,Contact Email Address Structure,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Email Address Structure,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctEmlAddrssStructr,【会計事務所担当者Eメールアドレス】,会計事務所の担当者のEメールアドレスの構造体。,gl-bus:accountantContactEmail,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactEmail
109,6,A,,Accountant Contact Email Address Usage,xbrli:stringItemType,0..1,,"Accountant Contact email address usage (e.g. orders, head office, IR)",gl-bus,,Contact Email Address Structure,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Email Address Structure.Accountant Contact Email Address Usage,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctEmlAddrssStructr_AccnttContctEmlAddrssUsg,会計事務所担当者Eメールアドレス用途,会計事務所の担当者のEメールアドレスの用途。(注文、本社、IRなど),gl-bus:accountantContactEmailAddressUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactEmail/gl-bus:accountantContactEmailAddressUsage
110,6,A,,Accountant Contact Email Address,xbrli:stringItemType,0..1,,Accountant Contact email address,gl-bus,,Contact Email Address Structure,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Contact Email Address Structure.Accountant Contact Email Address,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_ContctEmlAddrssStructr_AccnttContctEmlAddrss,会計事務所担当者Eメールアドレス,会計事務所の担当者のEメールアドレス。,gl-bus:accountantContactEmailAddress,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactEmail/gl-bus:accountantContactEmailAddress
111,5,A,,Accountant Contact Type,xbrli:stringItemType,0..1,,Contact Type for Accountant Contact,gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Accountant Contact Type,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_AccnttContctType,会計事務所担当者役割,会計事務所の担当者の種別,gl-bus:accountantContactType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactType
112,5,A,,Accountant Location ID cross reference,xbrli:stringItemType,0..1,,This code is used to associate the contact with a specific location for the Accountant. Its value should be the same as that of the accountantAddressLocationIdentifier,gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Accountant Location ID cross reference,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_AccnttLoctnIdCrossRefrnc,会計事務所所在地相互参照情報,"担当者と会計事務所の所在地情報を関係付けるためのコード。
accountantAddressLocationIdentifierと同じ値であるべき。",gl-bus:accountantLocationIdentifierCrossReference,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantLocationIdentifierCrossReference
113,5,A,,Accountant Contact Active,xbrli:booleanItemType,0..1,,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",gl-bus,,Accountant Contact Information,,,$.Accounting Entries.Entity Information section.Accountant Information.Accountant Contact Information.Accountant Contact Active,AccntgEntrs_EnttyInfrmnSectn_AccnttInfrmn_AccnttContctInfrmn_AccnttContctActv,会計事務所担当者有効性,担当者が有効か無効かを示すブール値。,gl-bus:accountantContactActive,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:accountantInformation/gl-bus:accountantContactInformation/gl-bus:accountantContactActive
114,3,C,,Reporting Calendar,,0..*,,A tool to collect the periods used to summarise results from transactions.,gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr,【報告カレンダー】,取引の結果をまとめるための期間を集めるもの。,gl-bus:reportingCalendar,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar
115,4,A,,Reporting Calendar Code,xbrli:stringItemType,0..1,,"The code used to identify this specific reporting calendar, unique across periods",gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Code,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrCod,報告カレンダーコード,この報告カレンダーを識別するコード。複数期間にわたって一意。,gl-bus:reportingCalendarCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarCode
116,4,A,,Reporting Calendar Description,xbrli:stringItemType,0..1,,A description of the reporting calendar (associated with the reportingCalendarCode given),gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Description,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrDescrptn,報告カレンダー説明,報告カレンダーの説明（reportingCalendarCodeと関係付けられる）。,gl-bus:reportingCalendarDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarDescription
117,4,A,,Reporting Calendar Title,xbrli:stringItemType,0..1,,A description of the reporting period. The actual beginning and ending dates are found within the 'reportingCalendarPeriod' structure,gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Title,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrTitl,報告カレンダータイトル,報告期間の説明。実際の開始日及び終了日はreportingCalendarPeriodに記述する。,gl-bus:reportingCalendarTitle,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarTitle
118,4,A,,Code Related to Type of Periods,xbrli:tokenItemType,0..1,,"A code for the type of period involved. Enumerated as: monthly, quarterly, semi-annually, 4-5-4, ad-hoc, other.",gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Code Related to Type of Periods,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_CodReltdTypePerds,期間種別コード,"報告期間の種別コード。月次、四半期ごと、半期ごと、4-5-4、随時、その他
[設定値のリスト]
(monthly：月次)、(quarterly：四半期ごと)、(semi-annually：半期ごと)、(4-5-4：4-5-4)、(ad-hoc：随時)、(other：その他)",gl-bus:reportingCalendarPeriodType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriodType
119,4,A,,Description of periods,xbrli:stringItemType,0..1,,A description of the type of period involved.,gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Description of periods,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_DescrptnPerds,期間種別説明,報告期間の種別の説明。,gl-bus:reportingCalendarPeriodTypeDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriodTypeDescription
120,4,A,,Closed status,xbrli:tokenItemType,0..1,,"An identifier on whether the reporting calendar is still open for activity. enumerated, ""open"", ""closed"", ""pending""",gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Closed status,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ClosdStats,締状態,"報告カレンダーがオープンかどうかを示す識別子。オープン、締切り済み、保留中
[設定値のリスト]
(open：オープン)、(closed：締切り済み)、(pending：保留中)",gl-bus:reportingCalendarOpenClosedStatus,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarOpenClosedStatus
121,4,A,,Reporting Purpose,xbrli:tokenItemType,0..1,,A description of the accounting set of books involved. Uses enumeration from accounting method purpose.,gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Purpose,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngPurps,報告目的,"帳簿の集合の説明。会計処理方法の目的の列挙値を使用する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",gl-bus:reportingPurpose,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingPurpose
122,4,A,,Reporting Purpose Description,xbrli:stringItemType,0..1,,Free format description of the reporting purpose,gl-bus,,Reporting Calendar,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Purpose Description,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngPurpsDescrptn,報告目的説明,報告目的の説明。,gl-bus:reportingPurposeDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingPurposeDescription
123,4,C,,Reporting Calendar Period,,0..*,,A tool to collect a specific set of periods used to summarize results from transactions.,gl-bus,,Reporting Calendar Period,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Period,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrPerd,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。,gl-bus:reportingCalendarPeriod,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriod
124,5,A,,Reporting Period Identifier,xbrli:stringItemType,0..1,,An identifier for this period in this calendar,gl-bus,,Reporting Calendar Period,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Period.Reporting Period Identifier,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrPerd_ReprtngPerdIdntfr,報告期間識別子,このカレンダーにおけるこの期間の識別子。,gl-bus:periodIdentifier,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodIdentifier
125,5,A,,Period Description,xbrli:stringItemType,0..1,,A description of this specific reporting period in this calendar.,gl-bus,,Reporting Calendar Period,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Period.Period Description,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrPerd_PerdDescrptn,期間説明,このカレンダーにおけるこの特定の期間の説明。,gl-bus:periodDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodDescription
126,5,A,,Period Start Date,xbrli:dateTimeItemType,0..1,,The beginning date/time of a period,gl-bus,,Reporting Calendar Period,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Period.Period Start Date,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrPerd_PerdStartDat,期間開始日付,期間の開始日付/時刻,gl-bus:periodStart,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodStart
127,5,A,,Period End Date,xbrli:dateTimeItemType,0..1,,The ending date/time of a period,gl-bus,,Reporting Calendar Period,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Period.Period End Date,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrPerd_PerdEndDat,期間終了日付,期間の終了日付/時刻,gl-bus:periodEnd,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodEnd
128,5,A,,Period Closed Date,xbrli:dateTimeItemType,0..1,,"The date/time a period has been closed for activity. If this is present with a nill value (xsi:nill=""true"") then the period is not closed.",gl-bus,,Reporting Calendar Period,,,$.Accounting Entries.Entity Information section.Reporting Calendar.Reporting Calendar Period.Period Closed Date,AccntgEntrs_EnttyInfrmnSectn_ReprtngCalndr_ReprtngCalndrPerd_PerdClosdDat,期間締日付,"この期間の活動が締め切られた日付/時刻。この値がニル値(xsi:nill=""true"")であれば、この期間は、締め切られていない。",gl-bus:periodClosedDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:reportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodClosedDate
129,2,C,,Entry Information,,0..*,,Parent for entry headers/journal entry headers.,gl-cor,,Entry Information,,,$.Accounting Entries.Entry Information,AccntgEntrs_EntryInfrmn,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。,gl-cor:entryHeader,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader
130,3,A,,Date Posted,xbrli:dateTimeItemType,0..1,,Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.,gl-cor,,Entry Information,,,$.Accounting Entries.Entry Information.Date Posted,AccntgEntrs_EntryInfrmn_DatPostd,転記済日付,この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。,gl-cor:postedDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:postedDate
131,3,A,,Entry Creator,xbrli:stringItemType,0..1,,Initials/name of operator originally entering.,gl-cor,,Entry Information,,,$.Accounting Entries.Entry Information.Entry Creator,AccntgEntrs_EntryInfrmn_EntryCretr,仕訳作成者,最初に入力したオペレータのイニシャル/名前。,gl-cor:enteredBy,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:enteredBy
132,3,A,,Entry Last Modifier,xbrli:stringItemType,0..1,,Identification for the last person modifying this entry before posting.,gl-bus,,Entry Information,,,$.Accounting Entries.Entry Information.Entry Last Modifier,AccntgEntrs_EntryInfrmn_EntryLastModfr,仕訳最終更新者,転記前に最後にこの仕訳を修正した者の識別子。,gl-bus:enteredByModified,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-bus:enteredByModified
133,3,A,,Entry Date,xbrli:dateTimeItemType,0..1,,"Represents the actual date/time of entry into computer (automated from system date, often misrepresented by changing system clock). Posting dates are maintained separately.",gl-cor,,Entry Information,,,$.Accounting Entries.Entry Information.Entry Date,AccntgEntrs_EntryInfrmn_EntryDat,入力日付,コンピュータへ入力した実際の日付/時刻(システム日付から自動的に与えられ、システム時計の変更により、しばしば誤った値になる)を示す。 転記日付とは別に管理される。,gl-cor:enteredDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:enteredDate
134,3,A,,Responsible Person,xbrli:stringItemType,0..1,,Identifier of person who created or originated or is otherwise responsible for the entry.,gl-bus,,Entry Information,,,$.Accounting Entries.Entry Information.Responsible Person,AccntgEntrs_EntryInfrmn_RespnsblPersn,責任者,仕訳を作成したか、仕訳に責任を持つ者の識別子。,gl-bus:entryResponsiblePerson,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-bus:entryResponsiblePerson
135,3,A,,Source Journal,xbrli:tokenItemType,0..1,,"Source journal. The code of the journal in which the entry is processed. The code must be a unique indication for a journal and is selected from the following enumerated list:

cd      cash disbursements (sending cheques to vendors)
cr      cash receipts (receiving cheques from others)
fa      fixed assets
gi      giro/other bank adjustments
gj      general journal
im      inventory management
jc      job cost
pj      purchase journal (liabilities from purchases)
pl      payroll journal
sj      sales journal
se      standard entries
ud      user defined
ot      other sources of entries",gl-cor,,Entry Information,,,$.Accounting Entries.Entry Information.Source Journal,AccntgEntrs_EntryInfrmn_SorcJornl,元仕訳帳種別,"元仕訳帳。仕訳が処理される仕訳帳のコード。コードは仕訳帳に一意な指標であり、以下から選択する。
出金(仕入先への小切手送付)、入金(他者からの小切手受領)、固定資産、振替、一般仕訳帳、在庫管理、個別原価、仕入帳(仕入による負債)、賃金台帳、売上台帳、通常仕訳、ユーザ定義、その他
[設定値のリスト]
(cd：出金)、(cr：入金)、(fa：固定資産)、(gi：振替)、(gj：一般仕訳帳)、(im：在庫管理)、(jc：個別原価)、(pj：仕入帳)、(pl：賃金台帳)、(sj：売上台帳)、(se：通常仕訳)、(ud：ユーザ定義)、(ot：その他)",gl-cor:sourceJournalID,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:sourceJournalID
