sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
40,6,A,,Type of Subaccount,xbrli:tokenItemType,0..1,,"Type of sub-account - profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: Business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",gl-cor,,Subaccount Information,,,$.Accounting Entries.Entry Information.Entry Detail.Account Identifier.Subaccount Information.Type of Subaccount,AccntgEntrs_EntryInfrmn_EntryDetl_AccntIdntfr_SubccntInfrmn_TypeSubccnt,サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット,gl-cor:accountSubType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:accountSubType
41,6,C,,Segment Parent Information,,0..*,,Tuple for showing the detail necessary to roll up from one segment (type of subaccount) to another.),gl-cor,,Segment Parent Information,,,$.Accounting Entries.Entry Information.Entry Detail.Account Identifier.Subaccount Information.Segment Parent Information,AccntgEntrs_EntryInfrmn_EntryDetl_AccntIdntfr_SubccntInfrmn_SegmntParntInfrmn,【親セグメント情報】,セグメント（小勘定科目の種別）間のロールアップ時に必要な詳細情報を示すタプル。,gl-cor:segmentParentTuple,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple
42,7,A,,Parent Subaccount Code,xbrli:stringItemType,0..1,,Subaccount NUMBER this subaccount rolls up to - see also subaccount type it rolls up to.,gl-cor,,Segment Parent Information,,,$.Accounting Entries.Entry Information.Entry Detail.Account Identifier.Subaccount Information.Segment Parent Information.Parent Subaccount Code,AccntgEntrs_EntryInfrmn_EntryDetl_AccntIdntfr_SubccntInfrmn_SegmntParntInfrmn_ParntSubccntCod,親サブ科目コード,この小勘定科目のロールアップ先の小勘定科目の番号-ロールアップ先の小勘定科目の種別も参照。,gl-cor:parentSubaccountCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:parentSubaccountCode
43,7,A,,Parent Subaccount Type,xbrli:stringItemType,0..1,,The describer of the segment this subaccount rolls up to.,gl-cor,,Segment Parent Information,,,$.Accounting Entries.Entry Information.Entry Detail.Account Identifier.Subaccount Information.Segment Parent Information.Parent Subaccount Type,AccntgEntrs_EntryInfrmn_EntryDetl_AccntIdntfr_SubccntInfrmn_SegmntParntInfrmn_ParntSubccntType,親サブ科目種別,この小勘定科目のロールアップ先のセグメントの説明。,gl-cor:parentSubaccountType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:parentSubaccountType
44,7,A,,Reporting Tree Identifier,xbrli:stringItemType,0..1,,Used for representing descriptions of reporting trees.,gl-cor,,Segment Parent Information,,,$.Accounting Entries.Entry Information.Entry Detail.Account Identifier.Subaccount Information.Segment Parent Information.Reporting Tree Identifier,AccntgEntrs_EntryInfrmn_EntryDetl_AccntIdntfr_SubccntInfrmn_SegmntParntInfrmn_ReprtngTreIdntfr,報告系統識別子,報告系統の説明に使用される。,gl-cor:reportingTreeIdentifier,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:reportingTreeIdentifier
45,7,A,,Parent Subaccount Percentage,xbrli:pureItemType,0..1,,"For partial allocations of amounts to different parents, the percentage of a child that will be allocated to a parent.",gl-cor,,Segment Parent Information,,,$.Accounting Entries.Entry Information.Entry Detail.Account Identifier.Subaccount Information.Segment Parent Information.Parent Subaccount Percentage,AccntgEntrs_EntryInfrmn_EntryDetl_AccntIdntfr_SubccntInfrmn_SegmntParntInfrmn_ParntSubccntPercntg,親サブ科目配分パーセンテージ,異なる親科目に配分する場合に、親科目に割り当てるパーセンテージ。,gl-cor:parentSubaccountProportion,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountSub/gl-cor:segmentParentTuple/gl-cor:parentSubaccountProportion
46,5,A,,Account Active,xbrli:booleanItemType,0..1,,"Boolean to indicate whether the account is active (=""true"") or inactive (=""false"")",gl-cor,,Account Identifier,,,$.Accounting Entries.Entry Information.Entry Detail.Account Identifier.Account Active,AccntgEntrs_EntryInfrmn_EntryDetl_AccntIdntfr_AccntActv,科目有効性,科目が有効か無効かを示すブール値。,gl-cor:accountActive,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:account/gl-cor:accountActive
47,4,A,,Monetary Amount,xbrli:monetaryItemType,0..1,,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Monetary Amount,AccntgEntrs_EntryInfrmn_EntryDetl_MontryAmnt,金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,gl-cor:amount,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:amount
48,4,A,,Sign Indication for Amount,xbrli:tokenItemType,0..1,,Sign of amount; provides 4 possible fields only when used in conjunction with debitCreditCode; primarily used for correcting entries so total debits and credits after an entry error are not inflated. D + increase DebitsD - decrease debitsC + decreases creditC - increases credit,gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Sign Indication for Amount,AccntgEntrs_EntryInfrmn_EntryDetl_SignIndctnAmnt,金額符号,"金額の符号。貸借識別子と関連して使用される場合にだけ、4つの可能なフィールドを提供する。記入エラー後の総貸借が膨張しないように、おもに仕訳の訂正に使用される。 D+は借方を増加させる。D-は借方を減少させる。C+は貸方を減少させる。C-は貸方を増加させる。
[設定値のリスト]
(+)、(-)、(plus：プラス)、(minus：マイナス)",gl-cor:signOfAmount,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:signOfAmount
49,4,A,,Debit/Credit Identifier,xbrli:tokenItemType,0..1,,"Optional identifier of whether the amount is a (D)ebit, a (C)redit or Undefined",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Debit/Credit Identifier,AccntgEntrs_EntryInfrmn_EntryDetl_DebtcrdtIdntfr,貸借区分コード,"金額が借方か貸方か不定かを示す識別子。
[設定値のリスト]
(D)、(C)、(debit：借方)、(credit：貸方)、(undefined：不定)",gl-cor:debitCreditCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:debitCreditCode
50,4,A,,Posting Date,xbrli:dateTimeItemType,0..1,,"At the detail level, this represents the accounting significance date. No matter what date the document is received, entered, or posted, this signifies the accounting date of the entry. If you want to see the financial results for March 5, 2002 and this entry is given that date, the entry will be part of the results for March 5, 2002. This is different from the postedDate found at the entryHeader level. If you want the accounting significance to be a particular date, it goes here. A single entry could represent multiple dates, but would only be posted on one date.",gl-cor,,Entry Detail,,,$.Accounting Entries.Entry Information.Entry Detail.Posting Date,AccntgEntrs_EntryInfrmn_EntryDetl_PostngDat,転記日付,明細レベルで、会計上意義のある日付を示す。ドキュメントの受領、入力、転記の日付に関わらず、仕訳が会計処理された日付を示す。2002.03.05の財務結果を見たいときに、ここにその日付がある場合は、この明細は2002.03.05の結果の一部である。これは、entryHeaderにあるpostedDateとは異なる。特定の日付を会計上意義のある日付にしたいなら、ここに記述する。ひとつの仕訳が複数の日付をあらわせるが、ひとつの日でのみ転記される。,gl-cor:postingDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:postingDate
51,4,C,,Identifier Reference,,0..*,,"Identification for customer, vendor, or employee.",gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc,【CVE情報】,顧客、仕入先、従業員のための識別子。,gl-cor:identifierReference,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference
52,5,A,,ID Number (internal),xbrli:stringItemType,0..1,,Internal ID Number associated with identifierReference,gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.ID Number (internal),AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdNumbrIntrnl,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,gl-cor:identifierCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierCode
53,5,C,,External Authority,,0..*,,Structure containing references to an external authority associated with identifier,gl-cor,,External Authority,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.External Authority,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_ExtrnlAthrty,【外部機関】,識別子と関係付けられる外部機関への参照情報を含む構造体。,gl-cor:identifierExternalReference,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference
54,6,A,,External Authority ID Number,xbrli:stringItemType,0..1,,"External Authority (e,g, Tax Authority) ID Number associated with identifierReference",gl-cor,,External Authority,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.External Authority.External Authority ID Number,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_ExtrnlAthrty_ExtrnlAthrtyIdNumbr,外部機関付与識別番号,identifierReferenceと関係付けられる、外部機関（たとえば、税務署）によるID番号。,gl-cor:identifierAuthorityCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference/gl-cor:identifierAuthorityCode
55,6,A,,External Authority,xbrli:stringItemType,0..1,,Name of External Authority (e.g. Tax Authority),gl-cor,,External Authority,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.External Authority.External Authority,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_ExtrnlAthrty_ExtrnlAthrty,外部機関名,外部機関の名前（たとえば、税務署）,gl-cor:identifierAuthority,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference/gl-cor:identifierAuthority
56,6,A,,External Authority Verification Date,xbrli:dateTimeItemType,0..1,,Date on which the External Authority last performed a verification,gl-cor,,External Authority,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.External Authority.External Authority Verification Date,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_ExtrnlAthrty_ExtrnlAthrtyVerfctnDat,外部機関認証日付,外部機関が最後に認証した日付。,gl-cor:identifierAuthorityVerificationDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierExternalReference/gl-cor:identifierAuthorityVerificationDate
57,5,A,,Identifier Organization Type,xbrli:tokenItemType,0..1,,"Identifier Organization Type. Enumerated as: individual, organization, other.",gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Organization Type,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrOrgnznType,CVE組織種別,"CVE識別子の組織種別。
[設定値のリスト]
(individual：個人)、(organization：組織)、(other：その他)",gl-cor:identifierOrganizationType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierOrganizationType
58,5,A,,Identifier Organization Type Description,xbrli:stringItemType,0..1,,Free format description of the identifier organization type,gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Organization Type Description,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrOrgnznTypeDescrptn,CVE組織種別説明,CVE識別子の組織種別の説明。,gl-cor:identifierOrganizationTypeDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierOrganizationTypeDescription
59,5,A,,Identifier Description,xbrli:stringItemType,0..1,,Textual description of identifierReference.,gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Description,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrDescrptn,CVE説明,identifierReferenceの説明。,gl-cor:identifierDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierDescription
60,5,A,,Identifier Type,xbrli:tokenItemType,0..1,,"Entity type (enumerated): C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Type,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrType,CVE種別,"実体の種別。 [設定値のリスト] (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者)",gl-cor:identifierType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierType
61,5,A,,Identifier Category,xbrli:stringItemType,0..1,,"For use as Customer, Vendor or Employee Class (such as Residential/Commercial/Institutional/Government or Retail/Wholesale or other classifications used by business).",gl-cor,,Identifier Reference,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Category,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrCatgry,CVEカテゴリ,顧客、仕入先、従業員の分類に使用する。　（住居/商業/機関/政府や、小売/卸や、ビジネスで使用されるその他の分類）。,gl-cor:identifierCategory,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierCategory
62,5,C,,Email Address,,0..*,,Email address for Identifier.,gl-cor,,Email Address,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Email Address,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_EmlAddrss,【Eメールアドレス】,CVE識別子のEメールアドレス。,gl-cor:identifierEMail,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierEMail
63,6,A,,Identifer Email Address Usage,xbrli:stringItemType,0..1,,"Identifer Email Address Usage (e.g. Orders, Head Office, IR)",gl-cor,,Email Address,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Email Address.Identifer Email Address Usage,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_EmlAddrss_IdntfrEmlAddrssUsg,CVEEメールアドレス用途,CVE識別子のEメールアドレスの用途。(注文、本社、IRなど),gl-cor:identifierEmailAddressUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierEMail/gl-cor:identifierEmailAddressUsage
64,6,A,,Identifer Email Address,xbrli:stringItemType,0..1,,Identifer Email Address,gl-cor,,Email Address,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Email Address.Identifer Email Address,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_EmlAddrss_IdntfrEmlAddrss,CVEEメールアドレス,CVE識別子のEメールアドレス。,gl-cor:identifierEmailAddress,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierEMail/gl-cor:identifierEmailAddress
65,5,C,,Phone Number,,0..*,,Phone number related to Identifier.,gl-cor,,Phone Number,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Phone Number,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_PhonNumbr,【電話番号】,CVE識別子の電話番号。,gl-cor:identifierPhoneNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierPhoneNumber
66,6,A,,Identifier Phone Number Usage,xbrli:tokenItemType,0..1,,"Identifier Phone Number Usage (e.g. Main, Investor relations, etc.). Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-cor,,Phone Number,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Phone Number.Identifier Phone Number Usage,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_PhonNumbr_IdntfrPhonNumbrUsg,CVE電話番号用途,"CVE識別子の電話番号の用途。(代表、IR用など)
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-cor:identifierPhoneNumberDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierPhoneNumber/gl-cor:identifierPhoneNumberDescription
67,6,A,,Identifier Phone Number,xbrli:stringItemType,0..1,,Identifier Phone Number,gl-cor,,Phone Number,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Phone Number.Identifier Phone Number,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_PhonNumbr_IdntfrPhonNumbr,CVE電話番号,CVE識別子の電話番号。,gl-cor:identifierPhone,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierPhoneNumber/gl-cor:identifierPhone
68,5,C,,Fax Number Structure,,0..*,,Fax number structure related to identifier.,gl-cor,,Fax Number Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Fax Number Structure,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_FaxNumbrStructr,【FAX番号】,CVE識別子のFAX番号の構造体。,gl-cor:identifierFaxNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierFaxNumber
69,6,A,,Identifer Fax Number Usage,xbrli:stringItemType,0..1,,"Identifer Fax Number Usage (e.g. Orders, Head Office, IR)",gl-cor,,Fax Number Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Fax Number Structure.Identifer Fax Number Usage,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_FaxNumbrStructr_IdntfrFaxNumbrUsg,CVEFAX番号用途,CVE識別子のFAX番号の用途。(注文、本社、IRなど),gl-cor:identifierFaxNumberUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierFaxNumber/gl-cor:identifierFaxNumberUsage
70,6,A,,Identifer Fax Number,xbrli:stringItemType,0..1,,Identifer Fax Number,gl-cor,,Fax Number Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Fax Number Structure.Identifer Fax Number,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_FaxNumbrStructr_IdntfrFaxNumbr,CVEFAX番号,CVE識別子のFAX番号。,gl-cor:identifierFax,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierFaxNumber/gl-cor:identifierFax
71,5,C,,Identifier Contact Information Structure,,0..*,,Identifier Contact Information Structure,gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr,【CVE担当者情報】,CVE識別子の担当者情報の構造体。,gl-cor:identifierContactInformationStructure,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure
72,6,A,,Identifier Contact Prefix,xbrli:stringItemType,0..1,,"Prefix (e.g. Dr., Mr., Mrs.)",gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Prefix,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctPrefx,CVE担当者敬称,敬称(Dr.、Mr.、Mrs.など),gl-cor:identifierContactPrefix,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPrefix
73,6,A,,Identifier Contact Last Name,xbrli:stringItemType,0..1,,Identifier Contact Last or Family Name,gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Last Name,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctLastNam,CVE担当者姓,CVE識別子の担当者の姓,gl-cor:identifierContactLastName,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactLastName
74,6,A,,Identifier Contact First Name,xbrli:stringItemType,0..1,,First or given name,gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact First Name,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctFirstNam,CVE担当者名,名、クリスチャンネーム,gl-cor:identifierContactFirstName,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactFirstName
75,6,A,,Identifier Contact Suffix,xbrli:stringItemType,0..1,,"Suffix (e.g. MD, CPA, Jr.)",gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Suffix,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctSuffx,CVE担当者付加名称,付加名称(MD、CPA、Jr.など),gl-cor:identifierContactSuffix,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactSuffix
76,6,A,,Identifier Contact Attention Line,xbrli:stringItemType,0..1,,Attention Line,gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Attention Line,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctAttntnLin,CVE担当者アテンションライン,アテンションライン,gl-cor:identifierContactAttentionLine,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactAttentionLine
77,6,A,,Identifier Contact Position/Role,xbrli:stringItemType,0..1,,Position or Role,gl-cor,,Identifier Contact Information Structure,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Position/Role,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctPostnrl,CVE担当者地位/役職,地位や役職,gl-cor:identifierContactPositionRole,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPositionRole
78,6,C,,Identifier Contact Phone,,0..*,,Phone Number,gl-cor,,Identifier Contact Phone,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Phone,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctPhon,【CVE担当者電話番号】,電話番号,gl-cor:identifierContactPhone,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPhone
79,7,A,,Identifier Contact Phone Number Usage,xbrli:tokenItemType,0..1,,"Identifier Contact Phone Number Usage (Main, Investor Relations, etc.). Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-cor,,Identifier Contact Phone,,,$.Accounting Entries.Entry Information.Entry Detail.Identifier Reference.Identifier Contact Information Structure.Identifier Contact Phone.Identifier Contact Phone Number Usage,AccntgEntrs_EntryInfrmn_EntryDetl_IdntfrRefrnc_IdntfrContctInfrmnStructr_IdntfrContctPhon_IdntfrContctPhonNumbrUsg,CVE担当者電話番号用途,"CVE識別子の担当者の電話番号の用途。(代表、IR用など)
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR担当者)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-cor:identifierContactPhoneNumberDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:identifierReference/gl-cor:identifierContactInformationStructure/gl-cor:identifierContactPhone/gl-cor:identifierContactPhoneNumberDescription
